Agent,Concentration,Dye1,Dye2,Dye3,Dye4,Dye5,Dye6,Dye7,Dye8,Dye9,Dye10,Dye11,Dye12,Dye13,Dye14,Dye15,Dye16,Dye17,Dye18,Dye19,Dye20,Dye21,Dye22,Dye23,Dye24,Dye25,Dye26,Dye27,Dye28,Dye29
GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,10,0.938647514,0.75377313,4.722130564,0.253669213,3.31538429,2.103123724,0.253845036,0.561916396,0.490134314,0.651841661,0.278532533,2.96059882,1.41423912,0.460107584,0.250505103,0.828182782,1.342573911,0.697499692,0.342564409,1.506051346,0.442434944,0,1.106380092,0.750398554,0.247891174,1.168368651,1.092914128,1.400563693,0.682666598
GB,100,0.564522742,0.250067404,3.528954792,0.503711358,1.334662619,0.3804739,0.253845036,1.415523852,0.742655872,1.847290177,1.461627501,3.637977279,1.966583664,0.659688726,1.775591549,2.625179282,3.192939901,3.752480987,0.674592858,4.702493207,0.273798608,1.141844856,1.352966001,1.257164418,0,1.033254235,1.072383365,0.501665156,0.596717602
GB,50,0.749112662,0.75377313,4.653066738,0.252456899,2.056823044,1.46077848,0.76893186,1.42228134,0.935855718,1.025027534,1.212224471,4.180798474,3.019570539,0.307364379,1.542126411,1.249074514,2.880627629,0.349756723,0.41402624,1.50524874,0.420678376,0,1.352966001,0,1.352966001,1.334349094,0.997529222,1.400563693,0.963251038
GB,500,0.733867671,0.250067404,5.033540042,0,1.496845042,0.768732338,0.255071026,0.654091885,0.950330759,1.338166624,1.699809522,4.349567757,6.750254752,2.508832311,0.768461059,8.213811354,5.445244497,1.8415633,1.02080605,6.361446569,0.975905328,0.244290539,1.226942206,0.24905906,0,1.228265346,1.092914128,1.175941212,0.847527823
GD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD,10,0.935435543,0.501321892,3.821552825,0.76101182,3.7265768,1.826116679,0.68781931,0.280246249,0.742655872,0.972847144,0.55220614,3.140400657,1.215634245,2.736694476,0.609967023,0.851162316,1.83938972,1.101886141,0.146488048,0.24768341,0.364923016,0,0.56033744,1.228910598,0.989255303,0.721554676,1.071413102,1.171301815,0.909480497
GD,100,0.563989155,0.250067404,4.146096199,0.251256356,1.349276089,0.33210042,4.818253839,2.896909136,0.580518829,1.973876282,1.567042685,3.463739139,3.845862932,3.922268381,2.078801105,1.565990527,8.612458307,17.67483234,0.678862417,0.496530288,0.364923016,1.226942206,1.352966001,0.750718659,0.24905906,1.028240686,0.610725197,0.763228193,0.296568743
GD,50,0.747153038,0.501321892,4.467500702,0,2.468156415,1.080974855,1.297364321,1.698342471,0.580518829,1.023076387,1.567042685,4.507917476,3.831737049,4.046410492,1.824353658,1.451606229,6.871199346,10.91185452,0.325937982,1.330248887,0.533930366,0,1.352966001,0,0.24905906,1.206219124,0.520932205,1.171301815,0.89853729
GD,500,0.625293552,0,4.015466809,0,2.058970266,0.611707736,21.06630655,11.83955802,2.558786168,0.726194607,1.571962685,3.637977279,3.851450145,3.061707308,1.0770625,9.190582957,11.21186124,24.12822258,2.448395656,1.372254109,1.993921019,0.487456434,0.491990693,0,1.355878131,1.015465566,0.258551105,1.171301815,0.909480497
GF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF,10,0.764684682,0.251256356,4.118679245,0.253669213,3.493212433,2.689384126,0,0.840744056,0.678968199,0.891153563,0,2.439313289,2.646942302,3.759667977,0.506273175,0.851162316,2.884036674,2.590852147,0,0.247008686,0.647328965,0.245424077,1.089802033,1.228910598,0.24905906,1.018436321,1.297458581,1.244059615,0.652055737
GF,100,0,0,3.821552825,0.503711358,1.349276089,0.052979591,0.253845036,4.617824498,0.580518829,1.766446493,1.411067388,3.637977279,0.785588887,4.494577886,2.057142071,1.565990527,9.392816405,19.32480327,0.339100478,1.734777132,0.394144367,1.189459552,0.758807195,1.003338396,1.003338396,0.93406556,1.171714241,0.563322391,1.045912128
GF,50,0.508560734,0.503711358,4.387243341,0.252456899,2.712331906,1.670187021,0.76893186,1.973863714,0.935855718,1.322705639,1.404792101,5.078940788,0.915411883,4.863193969,1.375775928,1.419564759,8.610404649,13.36273704,0,1.266487138,0.186345842,1.113295005,0.954260549,0.24905906,0.247891174,1.031525796,0.261110156,1.244059615,0.947367739
GF,500,0.252456899,0.251256356,4.250779073,1.132733755,2.468156415,1.334324126,8.515546227,22.18793395,0.869085232,1.056872634,1.411067388,3.637977279,3.837970191,3.659380663,0.538224808,10.16197402,11.20422615,23.87288209,1.039220681,3.588050482,0.448948622,0.244290539,0.604743443,0.24905906,0.499295432,1.434174852,1.297458581,0.749958096,0.329776445
VX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VX,10,0,0.75377313,3.821552825,0,2.578386601,2.689384126,0.253845036,0.561916396,0.466750945,0.622125724,0.385731478,3.91624946,7.84421273,3.154521331,0.250505103,8.945482908,17.77809337,1.519537394,0.395656946,9.372754045,0.442434944,0.560850392,0,0.496948419,1.510275795,0.845928324,1.297458581,0,0.423059362
VX,100,0.511021376,0.501321892,4.449586092,0.252456899,23.5703645,0.32532439,0.253845036,1.129578828,0.580518829,2.383191233,1.69807215,6.964305659,18.89072139,8.899421366,1.778433591,56.98032455,47.51202174,3.434367064,0.129168742,9.987483958,0.222180303,1.191258373,0.247891174,0.754290508,2.098008618,0.946415568,7.808411489,0.246488075,0.591781029
VX,50,0.256129886,0.75377313,3.880988636,0,7.082316946,1.687292737,0.76893186,1.698342471,0.742655872,0.703431784,2.066147564,7.945136667,17.97268735,6.3116518,1.5623724,17.43920589,46.60471855,0.966655405,0.39856847,12.63724196,0.533930366,1.107378748,0.247891174,0.250238215,1.352966001,1.158549022,4.860715824,1.244059615,0.829859702
VX,500,1.017129893,0.250067404,3.821552825,1.132733755,34.00311216,0.997950639,0.611660629,0.561916396,1.360069914,2.345536669,2.563225524,11.94079591,18.82394371,21.35989681,1.009078231,77.42874421,47.76964936,2.402024532,1.421862175,6.800726029,0.82574415,1.107378748,0.247891174,0,1.510275795,1.013945812,8.184435565,0.742931369,0.897115682
