Agent,Concentration,Dye1,Dye2,Dye3,Dye4,Dye5,Dye6,Dye7,Dye8,Dye9,Dye10,Dye11,Dye12,Dye13,Dye14,Dye15,Dye16,Dye17,Dye18,Dye19,Dye20,Dye21,Dye22,Dye23,Dye24,Dye25,Dye26,Dye27,Dye28,Dye29
GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,10,14.2670492,2.553540681,3.721681552,0.494468,6.179571967,0.951986757,0,1.414124107,0,0.874975179,4.889928936,3.512666107,1.353886667,0.452189028,3.148185152,3.254116884,0.89391958,0.502686767,1.440343662,1.035393556,0.157790589,1.371301851,1.693404769,4.434510183,1.384683767,1.329651609,2.105616252,2.720500486,0.202597768
GB,100,17.27413815,0.833553818,2.295147803,0.483033568,5.509397217,2.47354817,3.573403205,2.189740235,0.753325463,1.549459541,5.043487615,4.054757037,1.974644443,0.828209602,7.727411453,1.694840362,2.944219125,0.494121749,0.620806593,0,0.157790589,1.246596278,1.227451881,3.359237511,1.365735785,1.316372263,3.502437061,3.205543269,0.202597768
GB,50,11.81120552,1.395857078,2.785406227,0.494468,5.509397217,2.090914104,4.150884961,1.265588043,0.182936207,1.549459541,3.95617986,5.013514779,1.586379574,0.192551192,2.089445955,2.58710876,1.071626125,0.519814183,1.033239355,4.573536874,0.957856705,1.009759988,2.096284133,2.058269442,0,1.937888165,4.418850183,4.121106061,0.202597768
GB,500,20.18626846,3.720536206,1.154693198,1.288876933,5.509397217,1.357883625,5.128262186,2.189740235,0.309550122,1.884882108,4.558159103,4.571937229,3.474805504,1.246678696,5.512482935,4.129659673,8.492360831,1.275544639,5.203991895,5.118629907,0.157790589,1.705913935,3.345111369,5.973699493,3.050302224,2.061402533,4.85152193,4.043546878,0.202597768
GD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD,10,12.52060574,7.45398069,1.526286572,1.174366995,7.275394227,1.150762306,4.320862628,0.848008301,0,0,6.371818353,3.973595864,2.277821397,1.275533378,4.755557217,3.702159948,3.81196797,0.412267188,1.609519309,0.538928308,0.157790589,1.723900412,1.047470453,1.419136514,1.848228717,0,2.213694279,1.407921557,0
GD,100,21.02736244,5.7592674,2.805059584,3.235475865,7.275394227,2.650967094,50.19033148,1.265588043,0.99803645,2.366821597,5.61351993,5.602265123,8.811453086,0.950654956,8.644837344,1.590234836,26.20562064,2.122052902,0.720857975,1.310685712,0.957856705,1.80273883,0,1.929990424,1.365735785,1.578844477,3.54009903,3.663996994,0
GD,50,13.55050117,6.770488879,3.023051841,2.006279763,6.38364074,2.378988449,29.67294218,1.667466744,0.562935332,1.342822127,5.098217513,4.879480131,5.074114935,1.750197176,2.998464715,2.590783469,20.05057177,3.478314226,1.060196005,5.057822856,0.927695781,0.623518408,2.227349076,1.085799306,0.41221895,2.114425396,5.059984059,4.47846818,0.202597768
GD,500,22.26041275,9.279168085,3.423037253,44.44511419,6.159146297,4.037800173,87.91709611,0.848008301,0.418377351,2.700842095,6.961009009,5.564462858,8.294602182,0.218338508,6.305339425,4.184350449,40.9898782,95.13246898,1.788955966,8.96355692,0.492820608,2.420813659,4.050263833,5.166784974,3.050302224,1.980970246,4.357919639,4.757324154,0
GF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF,10,12.59338926,2.713513614,3.372668602,1.174366995,6.471109589,1.393481909,4.888961151,1.414124107,0.112315648,0.325547027,7.169090853,4.333408678,0.733227822,1.994360113,4.400331578,3.611352498,7.408477569,0.611565268,5.78963573,0.683584007,0,1.355564416,1.064935371,1.658437542,1.750256548,0,3.797093949,1.370206942,0
GF,100,19.10609598,4.810442619,0.870951711,3.235475865,6.471109589,2.013035468,4.745532686,1.414124107,0.927072307,1.998513615,6.059283202,6.434442994,1.429265029,0.452189028,8.147317314,2.04784326,29.05754692,3.371915754,2.933864076,0.588897249,0.388090371,1.823298262,1.011899336,1.919859541,1.364418924,1.644665748,4.014574891,4.068525647,0
GF,50,12.94488759,3.46429339,0.925093876,2.121377411,5.59152955,1.731684727,8.158311355,1.80318511,0.627023166,2.005105586,5.671729782,5.885673691,0.845734985,1.994360113,1.512560302,2.748889102,26.4702825,4.204559867,2.710120509,2.623575851,0.927667986,1.385424894,2.342344195,1.085722939,1.365735785,1.781339538,5.516057676,5.113539803,0.202597768
GF,500,21.08632512,11.13666069,3.184180757,90.24682488,5.804343133,1.973752357,85.74991388,2.189740235,0.190086829,3.546351077,5.877369426,6.207131548,10.49001196,0.205552153,5.335116132,4.194792589,40.04327175,94.31403758,5.094011681,8.462220605,0.927667986,2.542631122,2.940668352,4.729065795,2.587929645,2.062838005,5.516057676,5.447863673,0
VX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VX,10,14.94572165,2.805086217,2.608550847,0.389169235,4.232954989,0.698881267,0,1.667466744,0.1077747,0.536541394,6.260119185,3.904523007,4.090360684,0.932960463,4.762111598,3.556536332,28.98397866,0.696054896,1.329444935,1.966319257,0,0.875015527,1.030781226,1.709524212,1.150179269,0.220175219,3.488419627,2.385314741,0
VX,100,21.60382691,1.136746556,1.522068973,0.794798655,35.96796614,1.877755436,1.568987238,0.858342367,0.480328782,1.202992397,5.301228094,5.429136336,9.147834784,0.991053896,7.942961369,3.805801165,33.15302409,0.822691618,2.937162059,2.814202547,0.927667986,1.121418935,1.067005166,0.423831278,0.975612344,1.709172068,4.337234421,2.826465152,0
VX,50,14.95654899,1.326588504,2.034411225,0.389169235,10.84931019,1.504026629,3.321416549,1.265588043,0.415504725,1.543665644,5.277223444,5.320891773,9.147834784,0.794933874,1.510050734,3.943628119,34.16418146,0.675564066,2.736160279,2.956759356,0.923806008,0.660837119,2.204243063,0.819929884,0,1.642467683,4.880751095,3.64573317,0.202597768
VX,500,25.12982287,4.008079323,0.582224211,3.448222621,53.62971891,1.85897506,2.447498943,1.265588043,0.336901853,4.131597623,5.387323874,7.599015745,8.887680133,2.530878164,4.620630501,3.923800822,33.5187588,3.028179281,2.133808265,7.532261012,0.923806008,1.256758373,1.354262259,3.119672365,2.375009262,1.980970246,4.446753408,3.657976655,0
