Agent,Concentration,Dye1_N,Dye2_N,Dye3_N,Dye4_N,Dye5_N,Dye6_N,Dye7_N,Dye8_N,Dye9_N,Dye10_N,Dye11_N,Dye12_N,Dye13_N,Dye14_N,Dye15_N,Dye16_N,Dye17_N,Dye18_N,Dye19_N,Dye20_N,Dye21_N,Dye22_N,Dye23_N,Dye24_N,Dye25_N,Dye26_N,Dye27_N,Dye28_N,Dye29_N,Dye1_U,Dye2_U,Dye3_U,Dye4_U,Dye5_U,Dye6_U,Dye7_U,Dye8_U,Dye9_U,Dye10_U,Dye11_U,Dye12_U,Dye13_U,Dye14_U,Dye15_U,Dye16_U,Dye17_U,Dye18_U,Dye19_U,Dye20_U,Dye21_U,Dye22_U,Dye23_U,Dye24_U,Dye25_U,Dye26_U,Dye27_U,Dye28_U,Dye29_U,Series
DMMP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
DMMP,10,0.768393965,0.757374819,3.635761958,0.254893479,3.902966464,2.46946362,0.508914099,0.84502301,1.498000167,0.741891787,0.276780899,0.62215808,3.724231524,0.288858268,0.501152125,0.499878113,0.857475207,1.052867831,0.0,1.548490206,0.507451219,0.246734391,0.0,0.499295432,0.499295432,0.482095934,0.520932205,0.605868932,0.298832528,13.45192106,3.100330313,1.831633788,0.389167793,1.946524338,0.857418395,2.026597423,2.189740235,0.09371403,1.403475785,5.113474361,3.169368555,1.881026778,1.238454445,3.780094526,1.729715135,1.397181882,0.67574241,1.892792651,0.456544474,1.007836001,0.966449643,0.697973819,3.473540092,1.108982831,0.171631014,0.478270786,0.651797024,0.0,d1
DMMP,50,0.511021376,0.757374819,3.872778825,0.0,2.950921602,1.445341159,0.513866851,1.9839315,0.706807318,1.219264816,1.087756867,1.946527402,2.244429993,0.707553308,1.087814045,0.0,2.326071085,1.080085449,0.113936254,0.248848686,0.466764421,0.494623779,0.499295432,0.250238215,0.250238215,1.040383858,0.262409268,0.247642493,0.892591972,14.74430182,1.111340267,1.497897147,0.389167793,1.093812295,1.412768807,2.489465391,1.265588043,0.09371403,0.897860659,3.935700479,5.177920067,0.685552079,1.291200967,3.475031806,1.860834623,3.141372403,0.431215118,3.321025042,1.441854688,1.24319493,0.164100671,1.985826685,1.342247509,0.41221895,1.037769743,1.02500888,2.438414631,0.0,d1
DMMP,100,0.254893479,0.503711358,3.582608547,0.506124184,1.792918827,0.758149893,0.255071026,1.42228134,0.6181974,1.880319399,1.087756867,1.230112395,1.651361749,0.0,1.795397627,1.513173263,2.652552793,3.098339983,0.336731911,3.285045881,0.0,0.743677423,0.24905906,0.251428812,0.251428812,1.177539244,0.520932205,0.746427881,0.591997758,18.6001718,1.752834302,1.096528196,0.424295427,1.946524338,1.644706528,3.199493411,0.858342367,0.756867061,0.348629195,3.517813971,3.692662759,0.362516493,1.238454445,5.909601937,1.729715135,0.679981169,1.194477543,4.676896761,1.051117874,1.24319493,1.019082945,1.854226236,1.683032335,0.41221895,0.954228454,0.449084498,1.581598936,0.0,d1
DMMP,500,0.506124184,0.251256356,3.150026526,1.133941461,2.420171749,1.228120063,0.255071026,1.195041111,0.975604742,1.5271593,0.847124196,1.394779097,1.736732595,0.696707241,1.018633856,2.762104497,2.524210283,1.311228384,1.350586319,2.286302856,0.442434944,0.0,0.24905906,0.0,0.0,0.512630811,1.300309253,0.605868932,0.567596376,20.40250124,6.441563503,1.170024751,0.513084045,0.880213004,1.047905677,2.315653112,1.667466744,0.09371403,1.958925468,4.10985258,4.557718882,1.050038213,0.160291825,4.436981322,2.559349022,4.480872787,0.528692912,3.774119696,1.815008432,1.261649523,0.966110826,1.171612633,3.648056606,1.242163024,1.431111618,0.696528384,2.150436334,0.0,d1
GA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
GA,10,0.772140242,0.508560734,6.035291145,0.254893479,3.268926705,1.386170595,1.241105461,0.574663001,0.764716469,0.712844294,0.15785177,3.157429421,0.608356398,0.0,0.252860315,1.67612062,1.183686275,0.739116225,0.365105733,0.809495099,0.18732117,0.0,1.141844856,1.358819164,1.141844856,0.295729168,1.166461039,1.251211142,0.836733409,13.51351134,3.481390896,3.185237945,0.389169235,3.545033431,1.233311756,0.860378906,1.667466744,0.290326579,1.399986093,3.023717693,3.349915079,2.728235363,1.862998839,3.82333425,2.613670314,0.448040625,1.316791446,0.847537394,0.317577811,0.612813972,0.805188984,0.0,2.882933669,1.824498178,0.44638124,2.39761143,0.681943711,0.0,d1
GA,50,0.256129886,0.253669213,5.226170439,0.253669213,2.486929364,0.860202398,1.335742848,1.21954577,0.988539628,1.211360443,1.085448801,3.353795435,1.218269367,2.285400731,0.793952822,1.953747732,2.15332618,2.155521397,0.473807452,0.248167286,0.558163104,0.0,1.690679058,0.250238215,0.56033744,1.055437675,1.058681729,1.251211142,1.091381336,12.55591568,2.801280329,2.694183078,0.415774995,2.744281312,1.819797091,4.306691293,0.858342367,0.361338514,0.917776046,2.391815195,5.187475252,1.941253164,1.806505704,0.943402495,2.758184714,1.025461988,1.716794706,0.287451891,3.100732377,0.652902458,0.587889188,1.738037138,1.760321243,0.0,1.11141142,3.601343893,4.059737648,0.0,d1
GA,100,0.254893479,0.252456899,3.921737007,0.506124184,1.27855667,0.0,1.152441182,1.213069816,1.484112741,2.117203783,1.26443915,3.339398859,0.914547905,3.172944892,1.289662924,3.201420955,2.550197832,7.252442101,0.521016528,2.581598492,0.150938239,1.143135744,1.352966001,0.504057937,1.510275795,1.218211356,0.262689342,0.252631026,0.43797238,19.40467346,2.56355618,2.159562107,0.970652761,3.116077483,2.924497843,2.922343577,1.414124107,0.423525951,1.715676989,3.735984777,4.44474389,2.399362245,1.245564495,6.603865299,1.202493868,2.241214674,2.058695448,1.687801501,0.0,0.157790589,0.716306201,1.190004845,2.564399876,1.365735785,0.919039569,3.263422163,3.34896372,0.0,d1
GA,500,0.508560734,0.503711358,5.411846381,0.0,2.182943121,0.494358384,0.0,0.607157086,1.10138935,1.376598055,1.102787216,3.66160812,1.218269367,5.890174211,0.500836393,7.521083985,6.341951855,13.79857075,1.400774753,0.989767341,0.588837115,0.489712887,1.352966001,0.499295432,1.352966001,0.990869251,1.299601221,1.180627305,1.095715033,21.56907963,8.372056175,0.689986398,0.525272199,2.885629346,1.761995089,5.90666159,0.858342367,0.439909822,1.821344763,2.954259988,5.966007577,1.57435309,0.613828141,5.245799129,3.451378585,21.42042765,7.483199959,1.199741185,2.257526245,0.157790589,1.478449912,3.18437023,5.3370614,2.143639594,1.11141142,2.935235273,4.205729057,0.0,d1
GB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
GB,10,0.938647514,0.75377313,4.722130564,0.253669213,3.31538429,2.103123724,0.253845036,0.561916396,0.490134314,0.651841661,0.278532533,2.96059882,1.41423912,0.460107584,0.250505103,0.828182782,1.342573911,0.697499692,0.342564409,1.506051346,0.442434944,0.0,1.106380092,0.750398554,0.247891174,1.168368651,1.092914128,1.400563693,0.682666598,14.2670492,2.553540681,3.721681552,0.494468,6.179571967,0.951986757,0.0,1.414124107,0.0,0.874975179,4.889928936,3.512666107,1.353886667,0.452189028,3.148185152,3.254116884,0.89391958,0.502686767,1.440343662,1.035393556,0.157790589,1.371301851,1.693404769,4.434510183,1.384683767,1.329651609,2.105616252,2.720500486,0.202597768,d1
GB,50,0.749112662,0.75377313,4.653066738,0.252456899,2.056823044,1.46077848,0.76893186,1.42228134,0.935855718,1.025027534,1.212224471,4.180798474,3.019570539,0.307364379,1.542126411,1.249074514,2.880627629,0.349756723,0.41402624,1.50524874,0.420678376,0.0,1.352966001,0.0,1.352966001,1.334349094,0.997529222,1.400563693,0.963251038,11.81120552,1.395857078,2.785406227,0.494468,5.509397217,2.090914104,4.150884961,1.265588043,0.182936207,1.549459541,3.95617986,5.013514779,1.586379574,0.192551192,2.089445955,2.58710876,1.071626125,0.519814183,1.033239355,4.573536874,0.957856705,1.009759988,2.096284133,2.058269442,0.0,1.937888165,4.418850183,4.121106061,0.202597768,d1
GB,100,0.564522742,0.250067404,3.528954792,0.503711358,1.334662619,0.3804739,0.253845036,1.415523852,0.742655872,1.847290177,1.461627501,3.637977279,1.966583664,0.659688726,1.775591549,2.625179282,3.192939901,3.752480987,0.674592858,4.702493207,0.273798608,1.141844856,1.352966001,1.257164418,0.0,1.033254235,1.072383365,0.501665156,0.596717602,17.27413815,0.833553818,2.295147803,0.483033568,5.509397217,2.47354817,3.573403205,2.189740235,0.753325463,1.549459541,5.043487615,4.054757037,1.974644443,0.828209602,7.727411453,1.694840362,2.944219125,0.494121749,0.620806593,0.0,0.157790589,1.246596278,1.227451881,3.359237511,1.365735785,1.316372263,3.502437061,3.205543269,0.202597768,d1
GB,500,0.733867671,0.250067404,5.033540042,0.0,1.496845042,0.768732338,0.255071026,0.654091885,0.950330759,1.338166624,1.699809522,4.349567757,6.750254752,2.508832311,0.768461059,8.213811354,5.445244497,1.8415633,1.02080605,6.361446569,0.975905328,0.244290539,1.226942206,0.24905906,0.0,1.228265346,1.092914128,1.175941212,0.847527823,20.18626846,3.720536206,1.154693198,1.288876933,5.509397217,1.357883625,5.128262186,2.189740235,0.309550122,1.884882108,4.558159103,4.571937229,3.474805504,1.246678696,5.512482935,4.129659673,8.492360831,1.275544639,5.203991895,5.118629907,0.157790589,1.705913935,3.345111369,5.973699493,3.050302224,2.061402533,4.85152193,4.043546878,0.202597768,d1
GD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
GD,10,0.935435543,0.501321892,3.821552825,0.76101182,3.7265768,1.826116679,0.68781931,0.280246249,0.742655872,0.972847144,0.55220614,3.140400657,1.215634245,2.736694476,0.609967023,0.851162316,1.83938972,1.101886141,0.146488048,0.24768341,0.364923016,0.0,0.56033744,1.228910598,0.989255303,0.721554676,1.071413102,1.171301815,0.909480497,12.52060574,7.45398069,1.526286572,1.174366995,7.275394227,1.150762306,4.320862628,0.848008301,0.0,0.0,6.371818353,3.973595864,2.277821397,1.275533378,4.755557217,3.702159948,3.81196797,0.412267188,1.609519309,0.538928308,0.157790589,1.723900412,1.047470453,1.419136514,1.848228717,0.0,2.213694279,1.407921557,0.0,d1
GD,50,0.747153038,0.501321892,4.467500702,0.0,2.468156415,1.080974855,1.297364321,1.698342471,0.580518829,1.023076387,1.567042685,4.507917476,3.831737049,4.046410492,1.824353658,1.451606229,6.871199346,10.91185452,0.325937982,1.330248887,0.533930366,0.0,1.352966001,0.0,0.24905906,1.206219124,0.520932205,1.171301815,0.89853729,13.55050117,6.770488879,3.023051841,2.006279763,6.38364074,2.378988449,29.67294218,1.667466744,0.562935332,1.342822127,5.098217513,4.879480131,5.074114935,1.750197176,2.998464715,2.590783469,20.05057177,3.478314226,1.060196005,5.057822856,0.927695781,0.623518408,2.227349076,1.085799306,0.41221895,2.114425396,5.059984059,4.47846818,0.202597768,d1
GD,100,0.563989155,0.250067404,4.146096199,0.251256356,1.349276089,0.33210042,4.818253839,2.896909136,0.580518829,1.973876282,1.567042685,3.463739139,3.845862932,3.922268381,2.078801105,1.565990527,8.612458307,17.67483234,0.678862417,0.496530288,0.364923016,1.226942206,1.352966001,0.750718659,0.24905906,1.028240686,0.610725197,0.763228193,0.296568743,21.02736244,5.7592674,2.805059584,3.235475865,7.275394227,2.650967094,50.19033148,1.265588043,0.99803645,2.366821597,5.61351993,5.602265123,8.811453086,0.950654956,8.644837344,1.590234836,26.20562064,2.122052902,0.720857975,1.310685712,0.957856705,1.80273883,0.0,1.929990424,1.365735785,1.578844477,3.54009903,3.663996994,0.0,d1
GD,500,0.625293552,0.0,4.015466809,0.0,2.058970266,0.611707736,21.06630655,11.83955802,2.558786168,0.726194607,1.571962685,3.637977279,3.851450145,3.061707308,1.0770625,9.190582957,11.21186124,24.12822258,2.448395656,1.372254109,1.993921019,0.487456434,0.491990693,0.0,1.355878131,1.015465566,0.258551105,1.171301815,0.909480497,22.26041275,9.279168085,3.423037253,44.44511419,6.159146297,4.037800173,87.91709611,0.848008301,0.418377351,2.700842095,6.961009009,5.564462858,8.294602182,0.218338508,6.305339425,4.184350449,40.9898782,95.13246898,1.788955966,8.96355692,0.492820608,2.420813659,4.050263833,5.166784974,3.050302224,1.980970246,4.357919639,4.757324154,0.0,d1
GF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
GF,10,0.764684682,0.251256356,4.118679245,0.253669213,3.493212433,2.689384126,0.0,0.840744056,0.678968199,0.891153563,0.0,2.439313289,2.646942302,3.759667977,0.506273175,0.851162316,2.884036674,2.590852147,0.0,0.247008686,0.647328965,0.245424077,1.089802033,1.228910598,0.24905906,1.018436321,1.297458581,1.244059615,0.652055737,12.59338926,2.713513614,3.372668602,1.174366995,6.471109589,1.393481909,4.888961151,1.414124107,0.112315648,0.325547027,7.169090853,4.333408678,0.733227822,1.994360113,4.400331578,3.611352498,7.408477569,0.611565268,5.78963573,0.683584007,0.0,1.355564416,1.064935371,1.658437542,1.750256548,0.0,3.797093949,1.370206942,0.0,d1
GF,50,0.508560734,0.503711358,4.387243341,0.252456899,2.712331906,1.670187021,0.76893186,1.973863714,0.935855718,1.322705639,1.404792101,5.078940788,0.915411883,4.863193969,1.375775928,1.419564759,8.610404649,13.36273704,0.0,1.266487138,0.186345842,1.113295005,0.954260549,0.24905906,0.247891174,1.031525796,0.261110156,1.244059615,0.947367739,12.94488759,3.46429339,0.925093876,2.121377411,5.59152955,1.731684727,8.158311355,1.80318511,0.627023166,2.005105586,5.671729782,5.885673691,0.845734985,1.994360113,1.512560302,2.748889102,26.4702825,4.204559867,2.710120509,2.623575851,0.927667986,1.385424894,2.342344195,1.085722939,1.365735785,1.781339538,5.516057676,5.113539803,0.202597768,d1
GF,100,0.0,0.0,3.821552825,0.503711358,1.349276089,0.052979591,0.253845036,4.617824498,0.580518829,1.766446493,1.411067388,3.637977279,0.785588887,4.494577886,2.057142071,1.565990527,9.392816405,19.32480327,0.339100478,1.734777132,0.394144367,1.189459552,0.758807195,1.003338396,1.003338396,0.93406556,1.171714241,0.563322391,1.045912128,19.10609598,4.810442619,0.870951711,3.235475865,6.471109589,2.013035468,4.745532686,1.414124107,0.927072307,1.998513615,6.059283202,6.434442994,1.429265029,0.452189028,8.147317314,2.04784326,29.05754692,3.371915754,2.933864076,0.588897249,0.388090371,1.823298262,1.011899336,1.919859541,1.364418924,1.644665748,4.014574891,4.068525647,0.0,d1
GF,500,0.252456899,0.251256356,4.250779073,1.132733755,2.468156415,1.334324126,8.515546227,22.18793395,0.869085232,1.056872634,1.411067388,3.637977279,3.837970191,3.659380663,0.538224808,10.16197402,11.20422615,23.87288209,1.039220681,3.588050482,0.448948622,0.244290539,0.604743443,0.24905906,0.499295432,1.434174852,1.297458581,0.749958096,0.329776445,21.08632512,11.13666069,3.184180757,90.24682488,5.804343133,1.973752357,85.74991388,2.189740235,0.190086829,3.546351077,5.877369426,6.207131548,10.49001196,0.205552153,5.335116132,4.194792589,40.04327175,94.31403758,5.094011681,8.462220605,0.927667986,2.542631122,2.940668352,4.729065795,2.587929645,2.062838005,5.516057676,5.447863673,0.0,d1
VX,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1
VX,10,0.0,0.75377313,3.821552825,0.0,2.578386601,2.689384126,0.253845036,0.561916396,0.466750945,0.622125724,0.385731478,3.91624946,7.84421273,3.154521331,0.250505103,8.945482908,17.77809337,1.519537394,0.395656946,9.372754045,0.442434944,0.560850392,0.0,0.496948419,1.510275795,0.845928324,1.297458581,0.0,0.423059362,14.94572165,2.805086217,2.608550847,0.389169235,4.232954989,0.698881267,0.0,1.667466744,0.1077747,0.536541394,6.260119185,3.904523007,4.090360684,0.932960463,4.762111598,3.556536332,28.98397866,0.696054896,1.329444935,1.966319257,0.0,0.875015527,1.030781226,1.709524212,1.150179269,0.220175219,3.488419627,2.385314741,0.0,d1
VX,50,0.256129886,0.75377313,3.880988636,0.0,7.082316946,1.687292737,0.76893186,1.698342471,0.742655872,0.703431784,2.066147564,7.945136667,17.97268735,6.3116518,1.5623724,17.43920589,46.60471855,0.966655405,0.39856847,12.63724196,0.533930366,1.107378748,0.247891174,0.250238215,1.352966001,1.158549022,4.860715824,1.244059615,0.829859702,14.95654899,1.326588504,2.034411225,0.389169235,10.84931019,1.504026629,3.321416549,1.265588043,0.415504725,1.543665644,5.277223444,5.320891773,9.147834784,0.794933874,1.510050734,3.943628119,34.16418146,0.675564066,2.736160279,2.956759356,0.923806008,0.660837119,2.204243063,0.819929884,0.0,1.642467683,4.880751095,3.64573317,0.202597768,d1
VX,100,0.511021376,0.501321892,4.449586092,0.252456899,23.5703645,0.32532439,0.253845036,1.129578828,0.580518829,2.383191233,1.69807215,6.964305659,18.89072139,8.899421366,1.778433591,56.98032455,47.51202174,3.434367064,0.129168742,9.987483958,0.222180303,1.191258373,0.247891174,0.754290508,2.098008618,0.946415568,7.808411489,0.246488075,0.591781029,21.60382691,1.136746556,1.522068973,0.794798655,35.96796614,1.877755436,1.568987238,0.858342367,0.480328782,1.202992397,5.301228094,5.429136336,9.147834784,0.991053896,7.942961369,3.805801165,33.15302409,0.822691618,2.937162059,2.814202547,0.927667986,1.121418935,1.067005166,0.423831278,0.975612344,1.709172068,4.337234421,2.826465152,0.0,d1
VX,500,1.017129893,0.250067404,3.821552825,1.132733755,34.00311216,0.997950639,0.611660629,0.561916396,1.360069914,2.345536669,2.563225524,11.94079591,18.82394371,21.35989681,1.009078231,77.42874421,47.76964936,2.402024532,1.421862175,6.800726029,0.82574415,1.107378748,0.247891174,0.0,1.510275795,1.013945812,8.184435565,0.742931369,0.897115682,25.12982287,4.008079323,0.582224211,3.448222621,53.62971891,1.85897506,2.447498943,1.265588043,0.336901853,4.131597623,5.387323874,7.599015745,8.887680133,2.530878164,4.620630501,3.923800822,33.5187588,3.028179281,2.133808265,7.532261012,0.923806008,1.256758373,1.354262259,3.119672365,2.375009262,1.980970246,4.446753408,3.657976655,0.0,d1
AC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d2
AC,10,1.355878131,1.478946346,1.446373171,1.145745711,1.580770199,1.823585302,0.604743443,0.880305194,1.009300411,1.405411038,0.447850251,4.16467046,0.521415104,1.469323195,2.930344944,3.098112487,4.158810877,0.704993475,2.311547448,1.1291638,2.584751802,0.259999229,0.0,2.116477476,3.525451506,0.26030441,1.039641988,1.508381726,0.819968623,6.701121227,0.611375131,0.170200928,0.830042188,2.994281683,1.879302902,7.316466454,0.0,0.185786731,0.0,0.655130841,2.684711136,0.0,0.0,2.586474607,0.159005042,1.440739271,0.203525481,2.075652393,0.45188796,2.532175157,2.854662937,2.854662937,2.854662937,2.854662937,2.854662937,2.854662937,0.518520873,0.0,d2
AC,50,0.0,1.111429258,1.155170465,0.0,0.410044104,0.330624951,0.604743443,0.538710377,0.843285713,2.702936518,0.054382791,2.689424181,4.030205675,4.949645124,3.167200843,6.226463838,0.894318028,1.22717909,0.962300149,0.506890024,2.345315687,0.707116932,0.787768394,1.944580811,3.740478804,2.218418386,1.302770006,1.344849765,0.583680756,7.397109331,2.314552897,1.54162276,1.913016574,2.72705597,0.891967858,6.694083727,0.0,0.280441543,0.249428246,1.310566724,3.234607228,3.086300503,0.0,2.069896901,0.159005042,1.774345669,1.034906638,3.885378328,0.360063041,2.532175157,2.854662937,2.854662937,2.854662937,2.854662937,2.854662937,2.854662937,0.93827556,0.0,d2
AC,100,0.246568371,1.232901179,1.414741095,1.232901179,1.665626409,0.513223678,0.489554619,1.35365448,1.254574059,1.405411038,0.744754697,3.092741448,3.761442389,2.162041945,4.095360274,6.518272072,1.653840775,0.962438698,3.445520307,1.466998055,2.522837802,0.53219954,0.518721546,2.939983008,2.542523411,2.794779361,2.165486261,1.695967443,0.957087279,7.996651333,1.389453457,1.641568257,2.820634257,3.373480344,1.25181865,9.006434606,0.0,0.375379937,1.263416953,1.748587141,3.257103779,2.874396747,0.0,2.069896901,0.159005042,1.887098159,1.099034879,4.432000081,1.264218718,2.532175157,2.351313838,2.351313838,2.351313838,2.351313838,2.351313838,2.351313838,0.482610336,0.0,d2
